α,λ,Two Copy Ent_1 Norm,One Copy Ent_1 Norm Squared,One Copy Ent_2 Norm Squared,Ent_1 norm dif,Ent_1 v Ent_2 dif
-1.0,1.0,0.027777777778196774,0.0,0.027777777777777776,0.027777777778196774,4.189981694935341e-13
-0.99,0.9974937343358395,0.027638715275120414,6.979297310388208e-7,0.02763871527886829,0.027638017345389374,-3.747877008741796e-12
-0.98,0.9949748743718593,0.02749930557101769,2.8057652865107274e-6,0.027499305573091586,0.02749649980573118,-2.0738966099997924e-12
-0.97,0.9924433249370278,0.027359548700193134,6.34481533414971e-6,0.02735954870033508,0.027353203884858984,-1.4194548314527822e-13
-0.96,0.98989898989899,0.027219444727654564,1.1336711673412033e-5,0.027219444727862235,0.027208108015981152,-2.0767068620308748e-13
-0.95,0.9873417721518987,0.027078993814347762,1.7803414694938517e-5,0.027078993751001437,0.027061190399652824,6.334632471349799e-11
-0.94,0.9847715736040609,0.026938195885332576,2.5767218944059418e-5,0.026938195893850506,0.026912428666388516,-8.517929417362069e-12
-0.93,0.9821882951653944,0.026797051310302432,3.5250758790568e-5,0.02679705130999733,0.026761800551511863,3.0510316495480083e-13
-0.92,0.9795918367346939,0.026655560183217672,4.627701420704332e-5,0.02665556018325697,0.02660928316901063,-3.929842562477859e-14
-0.91,0.9769820971867008,0.02651372272540217,5.886931665805425e-5,0.02651372272842567,0.026454853408744115,-3.0235015879842564e-12
-0.9,0.9743589743589743,0.026371539005855586,7.305135510263714e-5,0.026371539192052016,0.02629848765075295,-1.8619642980222118e-10
-0.89,0.9717223650385605,0.026229009853311235,8.884718211249227e-5,0.02622900985322593,0.026140162671198744,8.530676165463547e-14
-0.88,0.9690721649484536,0.026086098473547092,0.00010628122010840684,0.02608613502438563,0.025979817253438686,-3.655083853637553e-8
-0.87,0.9664082687338501,0.025942915051101845,0.00012537826771747012,0.025942915052143273,0.025817536783384377,-1.0414273610148683e-12
-0.86,0.9637305699481865,0.02579935031879743,0.00014616350625371003,0.02579935031812934,0.02565318681254372,6.680905828559958e-13
-0.85,0.961038961038961,0.02565544123982871,0.000168662506324844,0.02565544123985682,0.025486778733503867,-2.8109459204728182e-14
-0.84,0.9583333333333333,0.02551118827196547,0.0001929012345679013,0.025511188271604934,0.02531828703739757,3.605379883531157e-13
-0.83,0.9556135770234987,0.025366591905484445,0.00021890606051654264,0.025366591905323504,0.025147685844967904,1.6094070520722425e-13
-0.82,0.9528795811518325,0.025221652671907336,0.0002467037636029716,0.025221652671558105,0.024974948908304366,3.4923106073669885e-13
-0.81,0.9501312335958005,0.025076371140876175,0.00027632154029740144,0.025076371140396608,0.024800049600578775,4.795677743807403e-13
-0.8,0.9473684210526316,0.02493074792263182,0.0003077870113881194,0.024930747922437678,0.0246229609112437,1.9414331253742034e-13
-0.79,0.9445910290237467,0.02478478366938888,0.00034112822940525326,0.024784783669781686,0.024443655439983624,-3.9280731445323624e-13
-0.78,0.9417989417989417,0.024638479079111444,0.0003763736861914404,0.024638479077044625,0.024262105392920005,2.066818938217807e-12
-0.77,0.9389920424403183,0.02449183488252095,0.000413552320622658,0.02449183488239557,0.02407828256189829,1.253788739496997e-13
-0.76,0.9361702127659575,0.024344851872302238,0.0004526935264825713,0.02434485186861828,0.023892158345819668,3.683959387545954e-12
-0.75,0.9333333333333333,0.024197530868806293,0.0004938271604938272,0.02419753086419753,0.023703703708312464,4.608761289270902e-12
-0.74,0.9304812834224598,0.02404987274421852,0.0005369835505098165,0.024049872744430777,0.023512889193708704,-2.1225729507357016e-13
-0.73,0.9276139410187667,0.023901878433581457,0.0005821935038705087,0.023901878432565783,0.023319684929710947,1.0156736562905166e-12
-0.72,0.924731182795699,0.02375354890096317,0.0006294883159260544,0.02375354890096478,0.023124060585037118,-1.609823385706477e-15
-0.71,0.921832884097035,0.023604885175019574,0.0006788997787319512,0.023604885172296048,0.022925985396287624,2.723526265624443e-12
-0.7,0.9189189189189189,0.023455888320812603,0.0007304601899196495,0.023455888320753182,0.022725428130892955,5.942121794610955e-14
-0.69,0.9159891598915989,0.02330655947301844,0.0007842023617465928,0.02330655947330325,0.02252235711127185,-2.848069002858722e-13
-0.68,0.9130434782608696,0.023156900096447768,0.0008401596303297623,0.023156899810964086,0.022316740466118007,2.8548368183334283e-10
-0.67,0.9100817438692098,0.023006910570034733,0.0008983658650669319,0.02300691057011172,0.0221085447049678,-7.69870278638507e-14
-0.66,0.907103825136612,0.022856593045054906,0.0009588554782499061,0.022856593043818707,0.021897737566805,1.2361986434505923e-12
-0.65,0.9041095890410958,0.022705948509126245,0.0010216634348741685,0.022705948583223865,0.021684285074252078,-7.409762040055945e-11
-0.64,0.9010989010989011,0.022554978599672443,0.0010868252626494385,0.022554978598934648,0.021468153337023003,7.377952415676958e-13
-0.63,0.8980716253443526,0.02240368456058309,0.0011543770622157799,0.02240368456246242,0.02124930749836731,-1.8793300249342337e-12
-0.62,0.8950276243093923,0.022252068007595348,0.0012243555175700104,0.022252068007692076,0.021027712490025337,-9.672818102046676e-14
-0.61,0.89196675900277,0.022100130531418113,0.0012967979067072845,0.02210013053238627,0.02080333262471083,-9.6815611083656e-13
-0.6,0.888888888888889,0.021947873799825088,0.0013717421124828531,0.02194787379972565,0.020576131687342236,9.943781908994254e-14
-0.59,0.8857938718662952,0.02179529954305693,0.001449226633699132,0.02179529953988563,0.020346072909357797,3.1713000281374804e-12
-0.58,0.8826815642458101,0.02164240955227135,0.0015292905964233326,0.02164240955165084,0.020113118955848018,6.205105873569039e-13
-0.57,0.8795518207282913,0.021489205705131287,0.0016119737655410757,0.02148920570406812,0.019877231939590213,1.0631669156158097e-12
-0.56,0.8764044943820225,0.021335689938823163,0.0016973165565515014,0.021335689938139123,0.019638373382271663,6.840396304941265e-13
-0.55,0.8732394366197184,0.021181864272992512,0.001785360047609601,0.021181864268553424,0.019396504225382912,4.43908798608561e-12
-0.54,0.8700564971751412,0.021027730786600977,0.0018761459918215635,0.021027730785463234,0.01915158479477941,1.1377426778480526e-12
-0.53,0.8668555240793201,0.02087329165400546,0.0019697168297991667,0.020873291656300908,0.018903574824206293,-2.2954485534576463e-12
-0.52,0.8636363636363636,0.020718549124440693,0.0020661157024793385,0.020718549127640033,0.018652433421961354,-3.1993400984031695e-12
-0.51,0.8603988603988605,0.020563505530004998,0.0021653864642152076,0.0205635055271016,0.01839811906578979,2.903396273401526e-12
-0.5,0.8571428571428571,0.020408163268333245,0.0022675736961451243,0.02040816326530612,0.018140589572188122,3.027123690602096e-12
-0.49,0.8538681948424068,0.020252524838588037,0.0023727227198463065,0.020252524837873064,0.017879802118741732,7.14973219517745e-13
-0.48,0.8505747126436781,0.020096592827090733,0.0024808796112799287,0.02009659282746877,0.017615713215810805,-3.780378787787697e-13
-0.47,0.8472622478386168,0.019940369905330903,0.002592091215034683,0.019940369905904046,0.01734827869029622,-5.731422281218812e-13
-0.46,0.8439306358381503,0.019783858836224803,0.0027064051588760077,0.01978385883628291,0.017077453677348794,-5.810629755131913e-14
-0.45,0.8405797101449275,0.019627062475119323,0.002823869868608369,0.019627062475203617,0.016803192606510954,-8.429368314466501e-14
-0.44,0.8372093023255813,0.019469983772373665,0.002944534583258218,0.019469983775013522,0.016525449189115447,-2.6398570829311296e-12
-0.43,0.8338192419825072,0.019312625785846436,0.0030684493705853857,0.019312625786118965,0.01624417641526105,-2.7252852752290835e-13
-0.42,0.8304093567251462,0.01915499303134016,0.0031956651429309695,0.019154991659351972,0.01595932788840919,1.3719881862550576e-9
-0.41,0.8269794721407624,0.018997084633281692,0.003326233673409911,0.018997084648394835,0.01567085095987178,-1.5113143375655724e-11
-0.4,0.8235294117647058,0.018838908110667945,0.0034602076124567475,0.01883890811226452,0.015378700498211197,-1.5965735677969661e-12
-0.39,0.8200589970501475,0.018680465519682433,0.0035976405047332028,0.018680465517858163,0.01508282501494923,1.82426990180673e-12
-0.38,0.8165680473372781,0.01852176045928386,0.00373858680640656,0.018521760442561527,0.0147831736528773,1.6722331852569994e-11
-0.37,0.8130563798219584,0.01836279657736254,0.0038831019028079845,0.018362796576921917,0.014479694674554556,4.4062323234506096e-13
-0.36,0.8095238095238095,0.018203577727224283,0.004031242126480221,0.01820357772738725,0.014172335600744062,-1.6296686222716517e-13
-0.35,0.8059701492537313,0.018044107819424154,0.004183064775624365,0.01804410781911339,0.013861043043799788,3.1076530238038913e-13
-0.34,0.8023952095808384,0.017884390324508247,0.0043386281329556445,0.017884390898841043,0.013545762191552603,-5.743327965990197e-10
-0.33,0.7987987987987988,0.017724431139815467,0.00449799148497847,0.01772443113784455,0.013226439654836997,1.9709164855719052e-12
-0.32,0.7951807228915664,0.017564232833804098,0.0046612151416912636,0.01756423283495428,0.012903017692112835,-1.1501806451708063e-12
-0.31,0.7915407854984895,0.017403800415628456,0.004828360456731865,0.017403800419654603,0.012575439958896591,-4.026147470970187e-12
-0.3,0.787878787878788,0.01724313845594486,0.0049994898479746985,0.017243138455259672,0.012243648607970161,6.851880174352232e-13
-0.29,0.78419452887538,0.017082251642234255,0.005174666818591023,0.017082251642168863,0.011907584823643232,6.539213615042172e-14
-0.28,0.7804878048780487,0.016921144821713925,0.005353955978584175,0.016921144821204312,0.011567188843129749,5.096131849846586e-13
-0.27,0.7767584097859327,0.016759822978355064,0.005537423066811725,0.016759822977032525,0.011222399911543338,1.32253930029691e-12
-0.26,0.7730061349693252,0.016598291241604262,0.005725134973507137,0.016598291241672627,0.010873156268097126,-6.836545218824597e-14
-0.25,0.7692307692307693,0.016436554742502028,0.00591715976331361,0.016436554898093356,0.010519394979188417,-1.5559132801601372e-10
-0.24,0.7654320987654321,0.016274609565538282,0.006113566698843332,0.016274619383901505,0.01016104286669495,-9.81836322314078e-9
-0.23,0.7616099071207431,0.01611249029435326,0.006314426264775641,0.016112490295124078,0.00979806402957762,-7.708174376563903e-13
-0.22,0.7577639751552795,0.015950173389413194,0.006519810192508005,0.015950173390086975,0.009430363196905189,-6.737804758571997e-13
-0.21,0.7538940809968847,0.015787674594779567,0.006729791485374217,0.015787674593392708,0.00905788310940535,1.386859377339178e-12
-0.2,0.7499999999999999,0.01562500000114598,0.006944444444444444,0.015624999999999993,0.008680555556701535,1.1459860838058944e-12
-0.19,0.7460815047021944,0.015462155879067097,0.0071638446949224156,0.015462155879408067,0.008298311184144681,-3.409703075440973e-13
-0.18,0.7421383647798742,0.015299148679023386,0.007388069213155246,0.015299148679948485,0.00791107946586814,-9.250985394393396e-13
-0.17,0.7381703470031545,0.015135985033505474,0.007617196354272054,0.015135985033187712,0.00751878867923342,3.177614421590036e-13
-0.16,0.7341772151898733,0.014972671758488005,0.007851305880467872,0.014972671758443266,0.007121365878020133,4.4738518445441855e-14
-0.15,0.7301587301587301,0.014809217401193231,0.008090478989949891,0.014809215867416924,0.00671873841124334,1.5337763073497435e-9
-0.14,0.7261146496815287,0.014645624567524267,0.008334798346563529,0.014645624568948034,0.006310826220960738,-1.4237673540140605e-12
-0.13,0.7220447284345047,0.01448190526695917,0.008584348110116465,0.01448190527389049,0.005897557156842705,-6.931320101211114e-12
-0.12,0.717948717948718,0.014318065600060697,0.008839213967419098,0.014318065600116886,0.005478851632641599,-5.618942811036476e-14
-0.11,0.7138263665594856,0.01415411341731415,0.00909948316406066,0.014154113377653252,0.00505463025325349,3.966089782980742e-11
-0.1,0.7096774193548387,0.013990056654022712,0.009365244536940686,0.013990056653948434,0.004624812117082025,7.427738979437493e-14
-0.09,0.7055016181229774,0.013825903699328497,0.009636588547576076,0.013825903699281652,0.00418931515175242,4.68444727452777e-14
-0.08,0.7012987012987013,0.013661663012610226,0.009913607316204718,0.013661663012312366,0.003748055696405508,2.9786069444259766e-13
-0.07,0.6970684039087949,0.01349734332513633,0.010196394656707233,0.013497343325776524,0.0033009486684290965,-6.401944946388127e-13
-0.06,0.6928104575163399,0.013332953606880103,0.010485046112368937,0.01333295361233334,0.0028479074945111666,-5.453236820440743e-12
-0.05,0.6885245901639345,0.013168503093327925,0.010779658992505006,0.013168503090567055,0.002388844100822919,2.7608696578917957e-12
-0.04,0.6842105263157895,0.013004001231620942,0.011080332409972296,0.013004001231148045,0.0019236688216486466,4.728977626156095e-13
-0.03,0.6798679867986799,0.012839457762386302,0.011387167319592247,0.012839457763158054,0.001452290442794055,-7.717524536099418e-13
-0.02,0.6754966887417219,0.012674882680519509,0.01170026655750966,0.012674882680584183,0.0009746161230098482,-6.467396063136732e-14
-0.01,0.6710963455149502,0.012510286249076734,0.012019734881513451,0.012510286248986707,0.0004905513675632824,9.002694423276836e-14
0.0,0.6666666666666666,0.012345679012337633,0.012345679012345678,0.012345679012345678,-8.045647481580431e-15,-8.045647481580431e-15
0.01,0.6622073578595317,0.012428396898378116,0.012428396898369267,0.01267820767602649,8.848824450957693e-15,-0.00024981077764837413
0.02,0.6577181208053691,0.012511948911214108,0.012511948911210208,0.0130174316472231,3.899658373995862e-15,-0.0005054827360089914
0.03,0.6531986531986531,0.012596346334835027,0.012596346303791124,0.013363463793692002,3.104390355890274e-11,-0.0007671174588569744
0.04,0.6486486486486487,0.012681600519494308,0.012681600519438362,0.01371641912182453,5.5946566823728006e-14,-0.001034818602330222
0.05,0.6440677966101694,0.012767723195688887,0.012767723195761112,0.014076414823326628,-7.222521192229436e-14,-0.001308691627637741
0.06,0.6394557823129251,0.01285472616867251,0.012854726168623154,0.014443570323064979,4.9356352338492115e-14,-0.0015888441543924683
0.07,0.6348122866894197,0.0129426214762173,0.01294262147620952,0.01481800732811228,7.78023478975598e-15,-0.0018753858518949802
0.08,0.6301369863013699,0.013031421362942316,0.013031421363190928,0.015199849878025898,-2.486118949596161e-13,-0.0021684285150835817
0.09,0.6254295532646048,0.013121138284927662,0.013121138284988499,0.015589224396394836,-6.083675230250662e-14,-0.0024680861114671736
0.1,0.6206896551724138,0.013211784910369083,0.013211784912141634,0.015986259743691375,-1.7725508560939573e-12,-0.002774474833322292
0.11,0.615916955017301,0.013303374136274467,0.013303374134781805,0.016391087271464665,1.4926618968624794e-12,-0.003087713135190198
0.12,0.6111111111111112,0.013395919067213973,0.013395919067215361,0.01680384087791495,-1.3877787807814457e-15,-0.0034079218107009764
0.13,0.6062717770034843,0.013489433052111189,0.013489433052618233,0.01722465706488822,-5.070440595167369e-13,-0.0037352240127770317
0.14,0.6013986013986015,0.013583929664758194,0.01358392966784575,0.017653674996332344,-3.0875562523347e-12,-0.00406974533157415
0.15,0.5964912280701754,0.013679422728476807,0.013679422728360861,0.018091036558257233,1.1594544768733783e-13,-0.004411613829780427
0.16,0.5915492957746479,0.013775926293955668,0.01377592629328396,0.018536886420242895,6.717074813034074e-13,-0.004760960126287227
0.17,0.5865724381625441,0.013873454668877478,0.01387345467056788,0.01899137209854037,-1.6904012911655997e-12,-0.005117917429662892
0.18,0.5815602836879433,0.013972022422037246,0.013972022422301588,0.019454644020812727,-2.643423674397738e-13,-0.005482621598775481
0.19,0.5765124555160143,0.014071644370227666,0.014071644370146163,0.019926855592563977,8.150251307181833e-14,-0.005855211222336312
0.2,0.5714285714285715,0.014172335601828545,0.014172335600907034,0.020408163265306128,9.215111312910196e-13,-0.006235827663477583
0.21,0.5663082437275986,0.014274111472374186,0.014274111472246128,0.020898726606515556,1.280572869966079e-13,-0.00662461513414137
0.22,0.5611510791366907,0.014376987618835319,0.014376987618538263,0.021398708371432353,2.970557827497444e-13,-0.007021720752597034
0.23,0.555956678700361,0.014480980031113153,0.014480979956875641,0.021908274576757158,7.423751197110917e-11,-0.007427294545644005
0.24,0.5507246376811594,0.014586104693953487,0.014586104693225048,0.02242759457630283,7.284398778617529e-13,-0.007841489882349343
0.25,0.5454545454545454,0.0146923783278298,0.014692378328741967,0.022956841138659322,-9.121661759259325e-13,-0.008264462810829522
0.26,0.5401459854014599,0.014799817666155774,0.01479981766624635,0.023496190526932702,-9.057511685117703e-14,-0.008696372860776928
0.27,0.5347985347985348,0.014908439816822617,0.014908439816864728,0.024045822580621115,-4.211041237933699e-14,-0.009137382763798498
0.28,0.5294117647058824,0.015018437518071016,0.01501826220684352,0.024605920799692427,1.753112274949925e-7,-0.009587483281621411
0.29,0.5239852398523985,0.015129302580570969,0.015129302584538764,0.025176672430930955,-3.967794842685279e-12,-0.010047369850359986
0.3,0.5185185185185185,0.01524166574439348,0.015241579027587254,0.025758268556622464,8.671680622705791e-8,-0.010516602812228984
0.31,0.5130111524163569,0.015354899630506067,0.015355109950264796,0.026350904185649424,-2.103197587286637e-7,-0.010996004555143357
0.32,0.5074626865671641,0.015469914071670294,0.015469914111036853,0.026954778347070617,-3.936655862402105e-11,-0.011484864275400323
0.33,0.50187265917603,0.015586010918873988,0.015586010620307636,0.027570094186262183,2.985663521970494e-10,-0.011984083267388194
0.34,0.4962406015037593,0.015703412764046784,0.01570341894837344,0.028197059063699344,-6.1843266549455045e-9,-0.01249364629965256
0.35,0.4905660377358491,0.015822148264003418,0.01582215893358649,0.02883588465646138,-1.0669583071221123e-8,-0.013013736392457963
0.36,0.48484848484848486,0.015942250770323237,0.01594225079073564,0.029486787062544637,-2.041240440564529e-11,-0.0135445362922214
0.37,0.47908745247148293,0.01606371504760385,0.016063715119650584,0.030149986908072187,-7.204673316274501e-11,-0.014086271860468336
0.38,0.47328244274809156,0.01618657287251171,0.01618657291403635,0.03082570945749082,-4.152464136431e-11,-0.01463913658497911
0.39,0.4674329501915709,0.016310845620973513,0.016310845570545223,0.03151418472685043,5.0428290016002464e-11,-0.015203339105876915
0.4,0.4615384615384615,0.016436554897579635,0.016436554898093356,0.03221564760026298,-5.137210101757717e-13,-0.015779092702683344
0.41,0.4555984555984557,0.016563723127495884,0.01656372312742969,0.032930337949642965,6.6193578396323e-14,-0.01636661482214708
0.42,0.4496124031007752,0.016692372921983088,0.01669237292096495,0.03365850075783372,1.0181369636264037e-12,-0.016966127835850633
0.43,0.44357976653696507,0.016822527349206105,0.01682252738286895,0.03440038624522871,-3.366284334616054e-11,-0.017577858896022605
0.44,0.43750000000000006,0.01695421006750943,0.016954210069444448,0.03515625,-1.935018117960041e-12,-0.01820203993249057
0.45,0.4313725490196079,0.017087445033973903,0.01708744499978641,0.035926353112050925,3.418749311423497e-11,-0.018838908078077022
0.46,0.4251968503937008,0.017222256726815547,0.017222256666735554,0.03671096231081351,6.007999306389955e-11,-0.01948870558399796
0.47,0.41897233201581024,0.017358669901987343,0.017358670048135585,0.037510350107016185,-1.461482428133376e-10,-0.020151680205028843
0.48,0.41269841269841273,0.017496710690834666,0.017496710618403737,0.03832479493855155,7.24309293098635e-11,-0.020828084247716885
0.49,0.4063745019920319,0.017636404447336797,0.01763640436042462,0.039154581320578696,8.691217884271296e-11,-0.0215181768732419
0.5,0.4,0.017777777777232395,0.017777777777777778,0.04000000000000001,-5.453831830593003e-13,-0.022222222222767613
0.51,0.393574297188755,0.017920857878654585,0.01792085790730974,0.04086134811445693,-2.8655154638013158e-11,-0.022940490235802344
0.52,0.3870967741935484,0.018065672332062164,0.018065672332061515,0.041738929355994915,6.487865800153259e-16,-0.02367325702393275
0.53,0.38056680161943324,0.01821224632057909,0.018212249194563285,0.04263305413955319,-2.873984196460899e-9,-0.024420807818974103
0.54,0.37398373983739835,0.01836061752398799,0.018360617210508152,0.043544039776441126,3.1347983930896106e-10,-0.025183422252453135
0.55,0.36734693877551017,0.018510805684600184,0.01851080568281734,0.04447221065296866,1.7828447052004037e-12,-0.02596140496836848
0.56,0.360655737704918,0.018662844237546973,0.018662844516109764,0.045417898414404724,-2.785627908896693e-10,-0.02675505417685775
0.57,0.35390946502057613,0.018816744176217776,0.018816764231589202,0.046381442154444216,-2.0055371426075386e-8,-0.02756469797822644
0.58,0.347107438016529,0.018972595982406058,0.018972595982363075,0.047363188610371185,4.2982978287753326e-14,-0.028390592627965127
0.59,0.34024896265560167,0.019130371569142896,0.019130371569206984,0.04836349236411217,-6.408762409648716e-14,-0.029233120794969276
0.6,0.33333333333333337,0.01929012345680528,0.019290123456790126,0.049382716049382734,1.5154544286133387e-14,-0.030092592592577454
0.61,0.3263598326359833,0.019451884790373564,0.019451884790376763,0.050421230565135595,-3.1988300897012323e-15,-0.03096934577476203
0.62,0.319327731092437,0.019615689476217956,0.01961568941302011,0.05147941529552999,6.319784626174219e-11,-0.03186372581931203
0.63,0.3122362869198312,0.019781571883221327,0.019781571883264987,0.05255765833664673,-4.365952044338428e-14,-0.032776086453425404
0.64,0.3050847457627119,0.019949567492684873,0.019949567493376744,0.05365635673018609,-6.918701722646858e-13,-0.033706789237501214
0.65,0.2978723404255319,0.020119712288078337,0.020119712288114273,0.054775916704391116,-3.5936531528335536e-14,-0.03465620441631278
0.66,0.29059829059829057,0.020292043083954412,0.02029204308406588,0.05591675392245194,-1.1146639167236572e-13,-0.035624710838497525
0.67,0.28326180257510725,0.02051230622396098,0.020466597489567147,0.05707929373865382,4.570873439383241e-5,-0.03656698751469284
0.68,0.27586206896551724,0.020830580878154446,0.0206434139252213,0.05826397146254462,0.00018716695293314461,-0.03743339058439017
0.69,0.2683982683982684,0.021157774404232884,0.020822531645042473,0.059471232631405795,0.0003352427591904114,-0.038313458227172914
0.7,0.26086956521739135,0.02149408386416714,0.02100399075824407,0.060701533291325355,0.0004900931059230729,-0.03920744942715822
0.71,0.2532751091703057,0.021839711223927444,0.021187832251694492,0.061955340287179875,0.000651878972232952,-0.04011562906325243
0.72,0.24561403508771928,0.02219486337654795,0.021374098013063846,0.06323313156184808,0.000820765363484105,-0.041038268185300125
0.73,0.2378854625550661,0.022559752401227307,0.02156283085468592,0.0645353964649895,0.0009969215465413864,-0.041975644063762196
0.74,0.23008849557522126,0.02293459564915501,0.021754074538161004,0.06586263607173624,0.001180521110994006,-0.042928040422581235
0.75,0.2222222222222222,0.023319615986405005,0.02194787379972565,0.0672153635116598,0.0013717421866793547,-0.0438957475252548
0.76,0.21428571428571425,0.0237150415716917,0.022144274376417233,0.06859410430839,0.0015707671952744674,-0.0448790627366983
0.77,0.20627802690582958,0.024121106766655947,0.022343323033061416,0.06999939673027814,0.0017777837335945304,-0.045878289963622185
0.78,0.1981981981981982,0.024538051566441926,0.022545067590112645,0.07143179215251289,0.0019929839763292816,-0.04689374058607096
0.79,0.19004524886877824,0.024966122117137307,0.02274955695237835,0.07289185543111547,0.0022165651647589567,-0.04792573331397816
0.8,0.18181818181818177,0.025405570857445894,0.022956841138659312,0.07438016528925619,0.0024487297187865825,-0.04897459443181029
0.81,0.17351598173515978,0.025856657085155364,0.02316697131233942,0.07589731471635518,0.002689685772815944,-0.05004065763119982
0.82,0.16513761467889912,0.026319645121668227,0.02337999981296,0.07744391138044866,0.002939645308708227,-0.051124266258780436
0.83,0.15668202764976963,0.026794808566050526,0.023595980188815036,0.07902057805432267,0.00319882837723549,-0.052225769488272136
0.84,0.14814814814814817,0.027282426456966626,0.023814967230605086,0.08062795305593659,0.0034674592263615397,-0.05334552659896996
0.85,0.13953488372093026,0.027782785489758762,0.02403701700618954,0.08226669070368371,0.003745768483569223,-0.054483905213924946
0.86,0.13084112149532712,0.028296179834233853,0.024262186896478098,0.08393746178705562,0.004033992937755755,-0.05564128195282177
0.87,0.12206572769953053,0.028822911383893965,0.02449053563250482,0.0856409540533061,0.004332375751389145,-0.056818042669412136
0.88,0.11320754716981131,0.02936329052563618,0.024722123333728883,0.08737787271073137,0.004641167191907297,-0.05801458218509519
0.89,0.10426540284360189,0.029917639786163158,0.024957011547609244,0.089148940949215,0.004960628238553914,-0.059231301163051836
0.9,0.09523809523809522,0.03048626324693368,0.025195263290501382,0.09095490047870997,0.005290999956432299,-0.060468637231776284
0.91,0.08612440191387558,0.03106952869403944,0.02543694308992723,0.09279651208636354,0.005632585604112211,-0.0617269833923241
0.92,0.07692307692307689,0.03166776243625317,0.02568211702827087,0.09467455621301772,0.0059856454079822985,-0.06300679377676455
0.93,0.06763285024154585,0.032281318629661396,0.025930852787955646,0.09658983354985598,0.00635046584170575,-0.06430851492019458
0.94,0.05825242718446607,0.03291056161396288,0.02618321969815985,0.09854316565599439,0.006727341915803028,-0.0656326040420315
0.95,0.0487804878048781,0.033555864015149574,0.026439288783131742,0.10053539559785842,0.007116575232017832,-0.06697953158270883
0.96,0.03921568627450984,0.034217608612354955,0.026699132812166262,0.10256738861121789,0.007518475800188693,-0.06834977999886294
0.97,0.02955665024630544,0.03489618862442495,0.02696282635130945,0.1046400327867968,0.007933362273115502,-0.06974384416237185
0.98,0.01980198019801982,0.035592008045416984,0.027230445816858913,0.10675423978041365,0.008361562228558071,-0.07116223173499667
0.99,0.009950248756218916,0.036305482014418224,0.027502069530732195,0.10891094554865258,0.008803412483686029,-0.07260546353423436
1.0,0.0,0.03703703703514308,0.027777777777777776,0.1111111111111111,0.009259259257365302,-0.07407407407596803
